jobid,exename,numnodes,numcpus,numtasks,executiontime,start,end,power,memory,appname,taskspercpu,taskspernode,user
3588,pw.x,1,272,1,770,2020-12-03T17:14:57,2020-12-03T17:27:47,134.712,3490710,pw,0.003676471,1,user_109
3589,pw.x,1,272,1,748,2020-12-03T17:18:07,2020-12-03T17:30:35,141.302,3306430,pw,0.003676471,1,user_109
3590,pw.x,1,272,1,774,2020-12-03T17:18:07,2020-12-03T17:31:01,140.306,3436680,pw,0.003676471,1,user_109
3591,pw.x,1,272,1,774,2020-12-03T17:18:07,2020-12-03T17:31:01,141.434,3242210,pw,0.003676471,1,user_109
3592,pw.x,1,272,1,753,2020-12-03T17:18:07,2020-12-03T17:30:40,140.415,3262950,pw,0.003676471,1,user_109
3593,pw.x,1,272,1,745,2020-12-03T17:18:07,2020-12-03T17:30:32,139.824,3308630,pw,0.003676471,1,user_109
3594,pw.x,1,272,1,764,2020-12-03T17:18:07,2020-12-03T17:30:51,146.082,3219870,pw,0.003676471,1,user_109
3595,pw.x,1,272,1,761,2020-12-03T17:18:07,2020-12-03T17:30:48,142.437,3233060,pw,0.003676471,1,user_109
3596,pw.x,1,272,1,767,2020-12-03T17:18:07,2020-12-03T17:30:54,136.791,3359880,pw,0.003676471,1,user_109
3597,pw.x,1,272,1,782,2020-12-03T17:18:07,2020-12-03T17:31:09,141.619,3352030,pw,0.003676471,1,user_109
3598,pw.x,1,272,1,748,2020-12-03T17:18:08,2020-12-03T17:30:36,136.814,3417870,pw,0.003676471,1,user_109
3599,pw.x,1,272,1,741,2020-12-03T17:34:22,2020-12-03T17:46:43,138.725,3366640,pw,0.003676471,1,user_109
3600,pw.x,1,272,1,744,2020-12-03T17:34:22,2020-12-03T17:46:46,141.691,3410360,pw,0.003676471,1,user_109
3601,pw.x,1,272,1,757,2020-12-03T17:34:22,2020-12-03T17:46:59,136.859,3316990,pw,0.003676471,1,user_109
3602,pw.x,1,272,1,744,2020-12-03T17:34:22,2020-12-03T17:46:46,143.963,3307880,pw,0.003676471,1,user_109
3603,pw.x,1,272,1,680,2020-12-03T17:34:22,2020-12-03T17:45:42,142.128,3305970,pw,0.003676471,1,user_109
3604,pw.x,1,272,1,746,2020-12-03T21:47:10,2020-12-03T21:59:36,133.724,3298770,pw,0.003676471,1,user_109
3605,pw.x,1,272,1,754,2020-12-03T21:56:05,2020-12-03T22:08:39,142.234,3321640,pw,0.003676471,1,user_109
3606,pw.x,1,272,1,757,2020-12-03T22:23:41,2020-12-03T22:36:18,138.925,3279560,pw,0.003676471,1,user_109
3607,pw.x,1,272,1,751,2020-12-03T22:23:41,2020-12-03T22:36:12,140.565,3396530,pw,0.003676471,1,user_109
3608,pw.x,1,272,1,751,2020-12-03T22:23:41,2020-12-03T22:36:12,143.265,3309200,pw,0.003676471,1,user_109
3609,pw2bgw.x,1,272,1,777,2020-12-03T22:26:23,2020-12-03T22:39:20,142.367,3446840,bgw,0.003676471,1,user_109
3610,pw.x,1,272,1,758,2020-12-03T22:29:25,2020-12-03T22:42:03,137.861,3187100,pw,0.003676471,1,user_109
3611,pw.x,1,272,1,772,2020-12-03T22:32:13,2020-12-03T22:45:05,140.555,5308280,pw,0.003676471,1,user_109
3612,pw.x,1,272,1,800,2020-12-03T22:44:38,2020-12-03T22:57:58,141.112,3556860,pw,0.003676471,1,user_109
3613,pw.x,1,272,1,749,2020-12-03T22:54:14,2020-12-03T23:06:43,140.754,3142120,pw,0.003676471,1,user_109
3614,pw.x,1,272,1,746,2020-12-03T22:54:14,2020-12-03T23:06:40,139.533,3266780,pw,0.003676471,1,user_109
3615,pw.x,1,272,1,760,2020-12-03T22:54:14,2020-12-03T23:06:54,138.434,5362300,pw,0.003676471,1,user_109
3616,pw.x,1,272,1,785,2020-12-03T22:54:14,2020-12-03T23:07:19,141.089,3202940,pw,0.003676471,1,user_109
3617,pw.x,1,272,1,757,2020-12-03T22:54:14,2020-12-03T23:06:51,140.747,3379760,pw,0.003676471,1,user_109
3618,pw.x,1,272,1,753,2020-12-03T22:54:14,2020-12-03T23:06:47,138.901,3302610,pw,0.003676471,1,user_109
3619,pw.x,1,272,1,753,2020-12-03T22:54:14,2020-12-03T23:06:47,135.658,3243620,pw,0.003676471,1,user_109
3620,pw.x,1,272,1,756,2020-12-03T22:54:14,2020-12-03T23:06:50,143.785,3135130,pw,0.003676471,1,user_109
3621,pw.x,1,272,1,776,2020-12-03T22:54:14,2020-12-03T23:07:10,142.708,3335580,pw,0.003676471,1,user_109
3622,pw.x,1,272,1,753,2020-12-03T22:54:14,2020-12-03T23:06:47,137.412,3186790,pw,0.003676471,1,user_109
3623,pw.x,1,272,1,759,2020-12-03T22:54:14,2020-12-03T23:06:53,139.355,3316540,pw,0.003676471,1,user_109
3624,pw.x,1,272,1,768,2020-12-03T22:54:14,2020-12-03T23:07:02,141.704,3336400,pw,0.003676471,1,user_109
3625,pw.x,1,272,1,754,2020-12-03T22:54:14,2020-12-03T23:06:48,142.233,3494100,pw,0.003676471,1,user_109
3626,pw.x,1,272,1,766,2020-12-03T22:54:14,2020-12-03T23:07:00,138.505,3238600,pw,0.003676471,1,user_109
3627,pw.x,1,272,1,779,2020-12-03T23:04:27,2020-12-03T23:17:26,143.638,3249050,pw,0.003676471,1,user_109
3628,pw.x,1,272,1,765,2020-12-03T23:04:27,2020-12-03T23:17:12,133.179,3233590,pw,0.003676471,1,user_109
3629,pw.x,1,272,1,773,2020-12-03T23:04:27,2020-12-03T23:17:20,143.566,3195430,pw,0.003676471,1,user_109
3630,pw.x,1,272,1,762,2020-12-03T23:04:27,2020-12-03T23:17:09,141.676,3185900,pw,0.003676471,1,user_109
3631,pw.x,1,272,1,749,2020-12-03T23:04:27,2020-12-03T23:16:56,142.243,3514660,pw,0.003676471,1,user_109
3632,pw.x,1,272,1,801,2020-12-03T23:04:27,2020-12-03T23:17:48,141.293,3180970,pw,0.003676471,1,user_109
3633,pw.x,1,272,1,734,2020-12-03T23:04:27,2020-12-03T23:16:41,140.528,3394790,pw,0.003676471,1,user_109
3634,pw.x,1,272,1,773,2020-12-03T23:04:27,2020-12-03T23:17:20,139.968,3198150,pw,0.003676471,1,user_109
3635,pw.x,1,272,1,779,2020-12-03T23:04:27,2020-12-03T23:17:26,138.979,3254490,pw,0.003676471,1,user_109
3636,pw.x,1,272,1,779,2020-12-03T23:04:27,2020-12-03T23:17:26,138.742,3247290,pw,0.003676471,1,user_109
3637,pw.x,1,272,1,798,2020-12-03T23:04:27,2020-12-03T23:17:45,135.856,3206800,pw,0.003676471,1,user_109
3638,pw.x,1,272,1,801,2020-12-03T23:04:27,2020-12-03T23:17:48,140.894,3226430,pw,0.003676471,1,user_109
3639,pw.x,1,272,1,798,2020-12-03T23:04:27,2020-12-03T23:17:45,141.398,3291980,pw,0.003676471,1,user_109
3640,pw.x,1,272,1,728,2020-12-03T23:04:27,2020-12-03T23:16:35,140.455,3337200,pw,0.003676471,1,user_109
3641,pw.x,1,272,1,796,2020-12-03T23:04:27,2020-12-03T23:17:43,144.587,3329910,pw,0.003676471,1,user_109
3642,pw.x,1,272,1,770,2020-12-03T23:04:27,2020-12-03T23:17:17,141.994,3376280,pw,0.003676471,1,user_109
3643,pw.x,1,272,1,788,2020-12-03T23:04:27,2020-12-03T23:17:35,144.065,3216230,pw,0.003676471,1,user_109
3644,pw.x,1,272,1,796,2020-12-03T23:04:27,2020-12-03T23:17:43,136.819,3206620,pw,0.003676471,1,user_109
3645,pw.x,1,272,1,761,2020-12-03T23:04:27,2020-12-03T23:17:08,143.717,3252140,pw,0.003676471,1,user_109
3646,pw.x,1,272,1,772,2020-12-03T23:04:27,2020-12-03T23:17:19,140.805,3157870,pw,0.003676471,1,user_109
3647,pw.x,1,272,1,728,2020-12-03T23:04:27,2020-12-03T23:16:35,142.84,3217100,pw,0.003676471,1,user_109
3648,pw.x,1,272,1,773,2020-12-03T23:04:27,2020-12-03T23:17:20,135.062,3131650,pw,0.003676471,1,user_109
3649,pw.x,1,272,1,769,2020-12-03T23:04:27,2020-12-03T23:17:16,138.016,3317920,pw,0.003676471,1,user_109
3650,pw.x,1,272,1,779,2020-12-03T23:04:27,2020-12-03T23:17:26,137.074,5272580,pw,0.003676471,1,user_109
3651,pw.x,1,272,1,767,2020-12-03T23:04:27,2020-12-03T23:17:14,133.329,5375930,pw,0.003676471,1,user_109
3652,pw.x,1,272,1,728,2020-12-03T23:04:27,2020-12-03T23:16:35,138.975,3164600,pw,0.003676471,1,user_109
3653,pw.x,1,272,1,798,2020-12-03T23:04:27,2020-12-03T23:17:45,142.551,3310780,pw,0.003676471,1,user_109
3654,pw.x,1,272,1,764,2020-12-03T23:04:27,2020-12-03T23:17:11,138.196,3252020,pw,0.003676471,1,user_109
3655,pw.x,1,272,1,762,2020-12-03T23:04:27,2020-12-03T23:17:09,141.004,5187360,pw,0.003676471,1,user_109
3656,pw.x,1,272,1,797,2020-12-03T23:04:28,2020-12-03T23:17:45,134.06,3393110,pw,0.003676471,1,user_109
3657,pw.x,1,272,1,777,2020-12-03T23:04:28,2020-12-03T23:17:25,137.288,3133350,pw,0.003676471,1,user_109
3658,pw.x,1,272,1,789,2020-12-03T23:07:39,2020-12-03T23:20:48,144.051,3313110,pw,0.003676471,1,user_109
3659,pw.x,1,272,1,792,2020-12-03T23:07:40,2020-12-03T23:20:52,142.212,3349320,pw,0.003676471,1,user_109
3660,pw.x,1,272,1,742,2020-12-03T23:10:59,2020-12-03T23:23:21,134.301,3444830,pw,0.003676471,1,user_109
3661,pw.x,1,272,1,797,2020-12-03T23:10:59,2020-12-03T23:24:16,134.707,3377700,pw,0.003676471,1,user_109
3662,pw.x,1,272,1,797,2020-12-03T23:10:59,2020-12-03T23:24:16,140.259,3249800,pw,0.003676471,1,user_109
3663,pw.x,1,272,1,787,2020-12-03T23:10:59,2020-12-03T23:24:06,142.324,3222480,pw,0.003676471,1,user_109
3664,pw.x,1,272,1,787,2020-12-03T23:10:59,2020-12-03T23:24:06,144.801,3219060,pw,0.003676471,1,user_109
3665,pw.x,1,272,1,787,2020-12-03T23:10:59,2020-12-03T23:24:06,138.359,3268830,pw,0.003676471,1,user_109
3666,pw.x,1,272,1,787,2020-12-03T23:10:59,2020-12-03T23:24:06,136.065,3246820,pw,0.003676471,1,user_109
3667,pw.x,1,272,1,787,2020-12-03T23:10:59,2020-12-03T23:24:06,138.689,5345730,pw,0.003676471,1,user_109
3668,pw.x,1,272,1,742,2020-12-03T23:10:59,2020-12-03T23:23:21,134.694,3432650,pw,0.003676471,1,user_109
3669,pw.x,1,272,1,802,2020-12-03T23:10:59,2020-12-03T23:24:21,137.912,3332540,pw,0.003676471,1,user_109
3670,pw.x,1,272,1,802,2020-12-03T23:10:59,2020-12-03T23:24:21,137.011,3273140,pw,0.003676471,1,user_109
3671,pw.x,1,272,1,797,2020-12-03T23:10:59,2020-12-03T23:24:16,145.866,3123070,pw,0.003676471,1,user_109
3672,pw.x,1,272,1,783,2020-12-03T23:10:59,2020-12-03T23:24:02,137.768,3227410,pw,0.003676471,1,user_109
3673,pw.x,1,272,1,731,2020-12-03T23:10:59,2020-12-03T23:23:10,140.224,3261520,pw,0.003676471,1,user_109
3674,pw.x,1,272,1,805,2020-12-03T23:10:59,2020-12-03T23:24:24,144.723,3339690,pw,0.003676471,1,user_109
3675,pw.x,1,272,1,770,2020-12-03T23:10:59,2020-12-03T23:23:49,145.551,3198868,pw,0.003676471,1,user_109
3676,pw.x,1,272,1,797,2020-12-03T23:10:59,2020-12-03T23:24:16,138.307,3395730,pw,0.003676471,1,user_109
3677,pw.x,1,272,1,767,2020-12-03T23:17:24,2020-12-03T23:30:11,144.986,3319530,pw,0.003676471,1,user_109
3678,pw.x,1,272,1,776,2020-12-03T23:26:54,2020-12-03T23:39:50,135.533,3394420,pw,0.003676471,1,user_109
3679,pw.x,1,272,1,776,2020-12-03T23:26:54,2020-12-03T23:39:50,144.243,3337800,pw,0.003676471,1,user_109
3680,pw.x,1,272,1,764,2020-12-03T23:33:10,2020-12-03T23:45:54,141.194,3371530,pw,0.003676471,1,user_109
3681,pw.x,1,272,1,751,2020-12-03T23:33:10,2020-12-03T23:45:41,137.407,3146140,pw,0.003676471,1,user_109
3682,pw.x,1,272,1,760,2020-12-03T23:33:10,2020-12-03T23:45:50,136.824,3301390,pw,0.003676471,1,user_109
3683,pw.x,1,272,1,785,2020-12-03T23:39:09,2020-12-03T23:52:14,138.27,3390440,pw,0.003676471,1,user_109
3684,pw.x,1,272,1,765,2020-12-03T23:39:09,2020-12-03T23:51:54,144.57,3442230,pw,0.003676471,1,user_109
3685,pw.x,1,272,1,796,2020-12-03T23:39:09,2020-12-03T23:52:25,141.688,3259510,pw,0.003676471,1,user_109
3686,pw.x,1,272,1,737,2020-12-03T23:51:41,2020-12-04T00:03:58,136.912,3260680,pw,0.003676471,1,user_109
3687,pw.x,1,272,1,768,2020-12-03T23:51:41,2020-12-04T00:04:29,137.731,3250180,pw,0.003676471,1,user_109
3688,pw.x,1,272,1,782,2020-12-03T23:51:41,2020-12-04T00:04:43,141.466,3426270,pw,0.003676471,1,user_109
3689,pw.x,1,272,1,745,2020-12-03T23:51:41,2020-12-04T00:04:06,140.774,5494170,pw,0.003676471,1,user_109
3690,pw.x,1,272,1,789,2020-12-03T23:51:41,2020-12-04T00:04:50,141.041,3208490,pw,0.003676471,1,user_109
3691,pw.x,1,272,1,782,2020-12-03T23:51:41,2020-12-04T00:04:43,139.753,3184980,pw,0.003676471,1,user_109
3692,pw.x,1,272,1,790,2020-12-03T23:51:41,2020-12-04T00:04:51,138.624,3374800,pw,0.003676471,1,user_109
3693,pw.x,1,272,1,775,2020-12-03T23:51:41,2020-12-04T00:04:36,137.743,3254500,pw,0.003676471,1,user_109
3694,pw.x,1,272,1,760,2020-12-03T23:51:41,2020-12-04T00:04:21,139.49,3167050,pw,0.003676471,1,user_109
3695,pw.x,1,272,1,755,2020-12-03T23:55:00,2020-12-04T00:07:35,137.256,3298520,pw,0.003676471,1,user_109
3696,pw.x,1,272,1,773,2020-12-03T23:58:07,2020-12-04T00:11:00,144.992,3277970,pw,0.003676471,1,user_109
3697,pw.x,1,272,1,773,2020-12-03T23:58:07,2020-12-04T00:11:00,133.417,3312410,pw,0.003676471,1,user_109
3698,pw.x,1,272,1,773,2020-12-03T23:58:07,2020-12-04T00:11:00,142.365,5349190,pw,0.003676471,1,user_109
3699,pw.x,1,272,1,770,2020-12-03T23:58:07,2020-12-04T00:10:57,138.895,5183770,pw,0.003676471,1,user_109
3700,pw.x,1,272,1,773,2020-12-03T23:58:07,2020-12-04T00:11:00,136.239,3315860,pw,0.003676471,1,user_109
3701,pw.x,1,272,1,775,2020-12-03T23:58:07,2020-12-04T00:11:02,140.863,3295060,pw,0.003676471,1,user_109
3702,pw.x,1,272,1,773,2020-12-03T23:58:07,2020-12-04T00:11:00,142.86,3455840,pw,0.003676471,1,user_109
3703,pw.x,1,272,1,766,2020-12-03T23:58:07,2020-12-04T00:10:53,144.647,5378710,pw,0.003676471,1,user_109
3704,pw.x,1,272,1,809,2020-12-03T23:58:07,2020-12-04T00:11:36,147.99,3219710,pw,0.003676471,1,user_109
3705,pw.x,1,272,1,779,2020-12-03T23:58:07,2020-12-04T00:11:06,151.414,5241330,pw,0.003676471,1,user_109
3706,pw.x,1,272,1,744,2020-12-03T23:58:07,2020-12-04T00:10:31,138.635,3948960,pw,0.003676471,1,user_109
3707,pw.x,1,272,1,773,2020-12-03T23:58:07,2020-12-04T00:11:00,141.316,3292490,pw,0.003676471,1,user_109
3708,pw.x,1,272,1,766,2020-12-03T23:58:08,2020-12-04T00:10:54,142.603,3964930,pw,0.003676471,1,user_109
3709,pw.x,1,272,1,773,2020-12-03T23:58:08,2020-12-04T00:11:01,145.723,6108260,pw,0.003676471,1,user_109
3710,pw.x,1,272,1,766,2020-12-03T23:58:08,2020-12-04T00:10:54,137.991,3329190,pw,0.003676471,1,user_109
3711,pw.x,1,272,1,772,2020-12-03T23:58:08,2020-12-04T00:11:00,144.017,3302680,pw,0.003676471,1,user_109
3712,pw.x,1,272,1,736,2020-12-03T23:58:08,2020-12-04T00:10:24,141.901,3255130,pw,0.003676471,1,user_109
3713,pw.x,1,272,1,780,2020-12-03T23:58:08,2020-12-04T00:11:08,143.537,3265640,pw,0.003676471,1,user_109
3714,pw.x,1,272,1,794,2020-12-03T23:58:08,2020-12-04T00:11:22,141.987,3300550,pw,0.003676471,1,user_109
3715,pw.x,1,272,1,770,2020-12-03T23:58:08,2020-12-04T00:10:58,137.544,5223300,pw,0.003676471,1,user_109
3716,pw.x,1,272,1,765,2020-12-03T23:58:08,2020-12-04T00:10:53,140.214,3271860,pw,0.003676471,1,user_109
3717,pw.x,1,272,1,771,2020-12-03T23:58:08,2020-12-04T00:10:59,143.983,3388310,pw,0.003676471,1,user_109
3718,pw.x,1,272,1,763,2020-12-03T23:58:08,2020-12-04T00:10:51,133.641,4142800,pw,0.003676471,1,user_109
3719,pw.x,1,272,1,799,2020-12-03T23:58:08,2020-12-04T00:11:27,141.835,3552810,pw,0.003676471,1,user_109
3720,pw.x,1,272,1,757,2020-12-04T00:10:18,2020-12-04T00:22:55,139.719,3094490,pw,0.003676471,1,user_109
3721,pw.x,1,272,1,775,2020-12-04T00:10:18,2020-12-04T00:23:13,139.162,5179030,pw,0.003676471,1,user_109
3722,pw.x,1,272,1,770,2020-12-04T00:16:23,2020-12-04T00:29:13,142.903,3544610,pw,0.003676471,1,user_109
3723,pw.x,1,272,1,770,2020-12-04T00:16:23,2020-12-04T00:29:13,141.475,3206500,pw,0.003676471,1,user_109
3724,pw.x,1,272,1,739,2020-12-04T00:16:23,2020-12-04T00:28:42,142.744,3366560,pw,0.003676471,1,user_109
3725,pw.x,1,272,1,757,2020-12-04T00:16:23,2020-12-04T00:29:00,144.89,5387830,pw,0.003676471,1,user_109
3726,pw.x,1,272,1,789,2020-12-04T00:16:23,2020-12-04T00:29:32,148.6,3233040,pw,0.003676471,1,user_109
3727,pw.x,1,272,1,757,2020-12-04T00:16:23,2020-12-04T00:29:00,151.107,5219730,pw,0.003676471,1,user_109
3728,pw.x,1,272,1,770,2020-12-04T00:16:23,2020-12-04T00:29:13,139.355,3967470,pw,0.003676471,1,user_109
3729,pw.x,1,272,1,764,2020-12-04T00:16:23,2020-12-04T00:29:07,141.489,3341450,pw,0.003676471,1,user_109
3730,pw.x,1,272,1,770,2020-12-04T00:16:23,2020-12-04T00:29:13,141.701,3969640,pw,0.003676471,1,user_109
3731,pw.x,1,272,1,770,2020-12-04T00:16:23,2020-12-04T00:29:13,145.456,6108690,pw,0.003676471,1,user_109
3732,pw.x,1,272,1,779,2020-12-04T00:16:23,2020-12-04T00:29:22,139.004,3345140,pw,0.003676471,1,user_109
3733,pw.x,1,272,1,767,2020-12-04T00:16:23,2020-12-04T00:29:10,145.078,3305140,pw,0.003676471,1,user_109
3734,pw.x,1,272,1,770,2020-12-04T00:16:23,2020-12-04T00:29:13,142.744,3190060,pw,0.003676471,1,user_109
3735,pw.x,1,272,1,778,2020-12-04T00:16:23,2020-12-04T00:29:21,143.96,3267690,pw,0.003676471,1,user_109
3736,pw.x,1,272,1,782,2020-12-04T00:16:23,2020-12-04T00:29:25,141.913,3306110,pw,0.003676471,1,user_109
3737,pw.x,1,272,1,761,2020-12-04T00:16:23,2020-12-04T00:29:04,139.012,5252680,pw,0.003676471,1,user_109
3738,pw.x,1,272,1,770,2020-12-04T00:16:23,2020-12-04T00:29:13,139.956,3280800,pw,0.003676471,1,user_109
3739,pw.x,1,272,1,761,2020-12-04T00:16:23,2020-12-04T00:29:04,144.146,3397460,pw,0.003676471,1,user_109
3740,pw.x,1,272,1,761,2020-12-04T00:16:23,2020-12-04T00:29:04,134.27,4153480,pw,0.003676471,1,user_109
3741,pw.x,1,272,1,770,2020-12-04T00:16:23,2020-12-04T00:29:13,141.717,3558990,pw,0.003676471,1,user_109
3742,pw.x,1,272,1,761,2020-12-04T00:16:23,2020-12-04T00:29:04,141.332,3237760,pw,0.003676471,1,user_109
3743,pw.x,1,272,1,793,2020-12-04T00:16:23,2020-12-04T00:29:36,143.443,3310280,pw,0.003676471,1,user_109
3744,pw.x,1,272,1,784,2020-12-04T00:16:23,2020-12-04T00:29:27,142.428,3248800,pw,0.003676471,1,user_109
3745,pw.x,1,272,1,781,2020-12-04T00:16:23,2020-12-04T00:29:24,142.476,3612390,pw,0.003676471,1,user_109
3746,pw.x,1,272,1,770,2020-12-04T00:16:23,2020-12-04T00:29:13,142.083,3206370,pw,0.003676471,1,user_109
3747,pw.x,1,272,1,782,2020-12-04T00:16:23,2020-12-04T00:29:25,136.959,3546910,pw,0.003676471,1,user_109
3748,pw.x,1,272,1,763,2020-12-04T00:16:24,2020-12-04T00:29:07,140.776,3218250,pw,0.003676471,1,user_109
3749,pw.x,1,272,1,766,2020-12-04T00:16:24,2020-12-04T00:29:10,142.254,5443520,pw,0.003676471,1,user_109
3750,pw.x,1,272,1,738,2020-12-04T00:16:24,2020-12-04T00:28:42,137.467,3353830,pw,0.003676471,1,user_109
3751,pw.x,1,272,1,769,2020-12-04T00:16:24,2020-12-04T00:29:13,133.176,3295930,pw,0.003676471,1,user_109
3752,pw.x,1,272,1,769,2020-12-04T00:16:24,2020-12-04T00:29:13,139.836,3169650,pw,0.003676471,1,user_109
3753,pw.x,1,272,1,768,2020-12-04T00:16:24,2020-12-04T00:29:12,133.381,3383190,pw,0.003676471,1,user_109
3754,pw.x,1,272,1,760,2020-12-04T00:16:24,2020-12-04T00:29:04,138.787,3181740,pw,0.003676471,1,user_109
3755,pw.x,1,272,1,769,2020-12-04T00:16:24,2020-12-04T00:29:13,135.08,3323220,pw,0.003676471,1,user_109
3756,pw.x,1,272,1,788,2020-12-04T00:19:05,2020-12-04T00:32:13,138.137,3138550,pw,0.003676471,1,user_109
3757,pw.x,1,272,1,788,2020-12-04T00:19:05,2020-12-04T00:32:13,138.939,3315040,pw,0.003676471,1,user_109
3758,pw.x,1,272,1,788,2020-12-04T00:19:05,2020-12-04T00:32:13,142.195,3292320,pw,0.003676471,1,user_109
3759,pw.x,1,272,1,763,2020-12-04T00:19:05,2020-12-04T00:31:48,137.354,3438920,pw,0.003676471,1,user_109
3760,pw.x,1,272,1,757,2020-12-04T00:19:05,2020-12-04T00:31:42,138.818,3432080,pw,0.003676471,1,user_109
3761,pw.x,1,272,1,785,2020-12-04T00:19:05,2020-12-04T00:32:10,145.111,3351890,pw,0.003676471,1,user_109
3762,pw.x,1,272,1,752,2020-12-04T00:19:05,2020-12-04T00:31:37,136.554,3221810,pw,0.003676471,1,user_109
3763,pw.x,1,272,1,769,2020-12-04T00:19:05,2020-12-04T00:31:54,141.005,3306660,pw,0.003676471,1,user_109
3764,pw.x,1,272,1,778,2020-12-04T00:19:05,2020-12-04T00:32:03,137.747,3297880,pw,0.003676471,1,user_109
3765,pw.x,1,272,1,755,2020-12-04T00:19:05,2020-12-04T00:31:40,143.138,3283680,pw,0.003676471,1,user_109
3766,pw.x,1,272,1,788,2020-12-04T00:19:05,2020-12-04T00:32:13,144.726,3240088,pw,0.003676471,1,user_109
3767,pw.x,1,272,1,777,2020-12-04T00:19:05,2020-12-04T00:32:02,138.277,3373130,pw,0.003676471,1,user_109
3768,pw.x,1,272,1,778,2020-12-04T00:19:05,2020-12-04T00:32:03,141.712,3394230,pw,0.003676471,1,user_109
3769,pw.x,1,272,1,778,2020-12-04T00:19:05,2020-12-04T00:32:03,145.485,3321330,pw,0.003676471,1,user_109
3770,pw.x,1,272,1,763,2020-12-04T00:19:05,2020-12-04T00:31:48,139.706,5374020,pw,0.003676471,1,user_109
3771,pw.x,1,272,1,778,2020-12-04T00:19:05,2020-12-04T00:32:03,133.158,3302580,pw,0.003676471,1,user_109
3772,pw.x,1,272,1,766,2020-12-04T00:19:05,2020-12-04T00:31:51,137.626,3165660,pw,0.003676471,1,user_109
3773,pw.x,1,272,1,778,2020-12-04T00:19:05,2020-12-04T00:32:03,140.869,3190360,pw,0.003676471,1,user_109
3774,pw.x,1,272,1,782,2020-12-04T00:19:05,2020-12-04T00:32:07,140.586,3177140,pw,0.003676471,1,user_109
3775,pw.x,1,272,1,778,2020-12-04T00:19:05,2020-12-04T00:32:03,137.517,3250010,pw,0.003676471,1,user_109
3776,pw.x,1,272,1,763,2020-12-04T00:19:05,2020-12-04T00:31:48,138.993,3158640,pw,0.003676471,1,user_109
3777,pw.x,1,272,1,788,2020-12-04T00:19:05,2020-12-04T00:32:13,140.522,3329750,pw,0.003676471,1,user_109
3778,pw.x,1,272,1,763,2020-12-04T00:19:05,2020-12-04T00:31:48,140.738,5182630,pw,0.003676471,1,user_109
3779,pw.x,1,272,1,760,2020-12-04T00:19:05,2020-12-04T00:31:45,131.961,3336640,pw,0.003676471,1,user_109
3780,pw.x,1,272,1,763,2020-12-04T00:19:05,2020-12-04T00:31:48,140.187,3267230,pw,0.003676471,1,user_109
3781,pw.x,1,272,1,763,2020-12-04T00:19:05,2020-12-04T00:31:48,140.47,5227340,pw,0.003676471,1,user_109
3782,pw.x,1,272,1,763,2020-12-04T00:19:05,2020-12-04T00:31:48,134.97,3178100,pw,0.003676471,1,user_109
3783,pw.x,1,272,1,761,2020-12-04T00:21:56,2020-12-04T00:34:37,137.963,3436330,pw,0.003676471,1,user_109
3784,pw.x,1,272,1,749,2020-12-04T00:21:56,2020-12-04T00:34:25,143.68,3357130,pw,0.003676471,1,user_109
3785,pw.x,1,272,1,774,2020-12-04T00:21:56,2020-12-04T00:34:50,142.483,3471500,pw,0.003676471,1,user_109
3786,pw.x,1,272,1,757,2020-12-04T00:21:56,2020-12-04T00:34:33,143.434,3381700,pw,0.003676471,1,user_109
3787,pw.x,1,272,1,782,2020-12-04T00:21:56,2020-12-04T00:34:58,141.8,3488550,pw,0.003676471,1,user_109
3788,pw.x,1,272,1,765,2020-12-04T00:24:29,2020-12-04T00:37:14,143.962,3348620,pw,0.003676471,1,user_109
3789,pw.x,1,272,1,768,2020-12-04T00:24:29,2020-12-04T00:37:17,138.161,3413350,pw,0.003676471,1,user_109
3790,pw.x,1,272,1,751,2020-12-04T00:24:30,2020-12-04T00:37:01,139.824,3409380,pw,0.003676471,1,user_109
3791,pw.x,1,272,1,751,2020-12-04T00:24:30,2020-12-04T00:37:01,143.368,3184780,pw,0.003676471,1,user_109
3792,pw.x,1,272,1,751,2020-12-04T00:24:30,2020-12-04T00:37:01,139.758,3326060,pw,0.003676471,1,user_109
3793,pw.x,1,272,1,770,2020-12-04T00:24:30,2020-12-04T00:37:20,138.587,3154570,pw,0.003676471,1,user_109
3794,pw.x,1,272,1,753,2020-12-04T00:24:30,2020-12-04T00:37:03,138.944,3215240,pw,0.003676471,1,user_109
3795,pw.x,1,272,1,745,2020-12-04T00:24:30,2020-12-04T00:36:55,135.919,3221630,pw,0.003676471,1,user_109
3796,pw.x,1,272,1,745,2020-12-04T00:24:30,2020-12-04T00:36:55,138.226,3382860,pw,0.003676471,1,user_109
3797,pw.x,1,272,1,745,2020-12-04T00:24:30,2020-12-04T00:36:55,138.005,3213280,pw,0.003676471,1,user_109
3798,pw.x,1,272,1,753,2020-12-04T00:24:30,2020-12-04T00:37:03,137.354,3185440,pw,0.003676471,1,user_109
3799,pw.x,1,272,1,753,2020-12-04T00:24:30,2020-12-04T00:37:03,141.113,3154930,pw,0.003676471,1,user_109
3800,pw.x,1,272,1,747,2020-12-04T00:24:30,2020-12-04T00:36:57,142.135,3324600,pw,0.003676471,1,user_109
3801,pw.x,1,272,1,751,2020-12-04T00:24:30,2020-12-04T00:37:01,137.338,3245580,pw,0.003676471,1,user_109
